43,13,6
41,15,7
60,9,7
46,13,9
57,24,10
63,34,13
61,31,10
96,32,8
79,43,8
72,50,10
65,32,9
64,8,5
62,17,7
78,36,9
59,29,7
32,21,6
43,33,8
34,21,8
47,18,8
58,24,8
29,23,5
28,27,12
50,16,9
72,20,10
62,13,6
56,17,7
19,42,66
32,9,5
23,13,4
